journ_id,journal_name,source_type
4947,DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW,Thomson
4948,Dialogues in Cardiovascular Medicine,Scopus
4949,Dialogues in Clinical Neuroscience,Scopus
4950,DIALYSIS & TRANSPLANTATION,Thomson
4950,Dialysis and Transplantation,Scopus
4951,Diamond and Related Materials,Scopus
4951,DIAMOND AND RELATED MATERIALS,Thomson
4952,Dianbo Kexue Xuebao/Chinese Journal of Radio Science,Scopus
4953,Dianli Xitong Zidonghua/Automation of Electric Power Systems,Scopus
4954,DIASPORAS-HISTOIRE ET SOCIETES,Thomson
4955,Diatom Research,Scopus
4955,DIATOM RESEARCH,Thomson
4956,DICKENS QUARTERLY,Thomson
4958,DICKENSIAN,Thomson
4959,DIDACTICA SLOVENICA-PEDAGOSKA OBZORJA,Thomson
4960,Die Casting Engineer,Scopus
4960,DIE CASTING ENGINEER,Thomson
4961,NAHRUNG-FOOD,Thomson
4962,Die Naturwissenschaften,Scopus
4962,Naturwissenschaften,Scopus
4962,NATURWISSENSCHAFTEN,Thomson
4963,Die Pharmazie,Scopus
4963,Pharmazie,Scopus
4963,PHARMAZIE,Thomson
4964,Diesel and Gas Turbine Worldwide,Scopus
4965,Diesel Progress International Edition,Scopus
4966,Diesel Progress North American Edition,Scopus
4966,DIESEL PROGRESS NORTH AMERICAN EDITION,Thomson
4967,DIFFERENCES-A JOURNAL OF FEMINIST CULTURAL STUDIES,Thomson
4968,DIFFERENTIAL AND INTEGRAL EQUATIONS,Thomson
4969,Differential Equations,Scopus
4969,DIFFERENTIAL EQUATIONS,Thomson
4970,Differential Geometry and its Application,Scopus
4970,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,Thomson
4971,Differentiation,Scopus
4971,DIFFERENTIATION,Thomson
4972,DEFECT AND DIFFUSION FORUM,Thomson
4972,Diffusion and Defect Data. Pt A Defect and Diffusion Forum,Scopus
4973,Diffusion and Defect Data Pt.B: Solid State Phenomena,Scopus
4973,SOLID STATE PHENOMENA,Thomson
4974,DIGEST JOURNAL OF NANOMATERIALS AND BIOSTRUCTURES,Thomson
4975,Digest of Papers - IEEE Radio Frequency Integrated Circuits Symposium,Scopus
4976,Digest of Papers - IEEE Symposium on Mass Storage Systems,Scopus
4977,Digest of Papers - Microprocesses and Nanotechnology 2004,Scopus
4978,"""Digest of Technical Papers - International Conference on Solid State Sensors and Actuators and Microsystems, TRANSDUCERS '05""",Scopus
4979,Digest of Technical Papers - SID International Symposium,Scopus
4980,Digest of Technical Papers - Symposium on VLSI Technology,Scopus
4981,Digest of Technical Papers-IEEE International Pulsed Power Conference,Scopus
4982,Digestion,Scopus
4982,DIGESTION,Thomson
4983,Digestive and Liver Disease,Scopus
4983,DIGESTIVE AND LIVER DISEASE,Thomson
4983,ITALIAN JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,Thomson
4984,Digestive Diseases,Scopus
4984,DIGESTIVE DISEASES,Thomson
4985,Digestive Diseases and Sciences,Scopus
4985,DIGESTIVE DISEASES AND SCIENCES,Thomson
4986,Digestive Endoscopy,Scopus
4986,DIGESTIVE ENDOSCOPY,Thomson
4987,Digestive Surgery,Scopus
4987,DIGESTIVE SURGERY,Thomson
4988,Digests of the Intermag Conference,Scopus
4990,Digital Creativity,Scopus
4990,DIGITAL CREATIVITY,Thomson
4991,Digital Fabrication 2005 - Final Program and Proceedings,Scopus
4992,Digital Information Exchange: Pathways to Build Global Information Society,Scopus
4993,Digital Investigation,Scopus
4993,DIGITAL INVESTIGATION,Thomson
4994,DIGITAL SIGNAL PROCESSING,Thomson
4994,Digital Signal Processing: A Review Journal,Scopus
4995,Dimensions of critical care nursing : DCCN,Scopus
4996,Diogenes,Scopus
4996,DIOGENES,Thomson
4997,DIPED-2004: Proceedings of the 9th International Seminar/Workshop on Direct and Inverse Problems of Electromagnetic and Acoustic Wave Theory,Scopus
4998,Diplomatic History,Scopus
4998,DIPLOMATIC HISTORY,Thomson
4998,DIPLOMATIC_HIST,Scopus
5000,Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences,Scopus
5001,"""Director (Cincinnati, Ohio)""",Scopus
5002,DIS2004 - Designing Interactive Systems: Across the Spectrum,Scopus
5003,Disability and Health Journal,Scopus
5003,DISABILITY AND HEALTH JOURNAL,Thomson
5004,Disability and Rehabilitation,Scopus
5004,DISABILITY AND REHABILITATION,Thomson
5005,DISABILITY & SOCIETY,Thomson
5005,Disability and Society,Scopus
5006,DISASTER ADVANCES,Thomson
5007,Disaster Management and Response,Scopus
5008,DISASTER MEDICINE AND PUBLIC HEALTH PREPAREDNESS,Thomson
5009,Disaster Prevention and Management,Scopus
5009,DISASTER PREVENTION AND MANAGEMENT,Thomson
5010,Disasters,Scopus
5010,DISASTERS,Thomson
5011,Discourse,Scopus
5012,DISCOURSE & COMMUNICATION,Thomson
5012,Discourse and Communication,Scopus
5013,DISCOURSE & SOCIETY,Thomson
5013,Discourse and Society,Scopus
5014,Discourse Processes,Scopus
5014,DISCOURSE PROCESSES,Thomson
5015,Discourse Studies,Scopus
5015,DISCOURSE STUDIES,Thomson
5016,Discovery and Innovation,Scopus
5016,DISCOVERY AND INNOVATION,Thomson
5017,DISCRETE & COMPUTATIONAL GEOMETRY,Thomson
5017,Discrete and Computanional Geometry,Scopus
5017,Discrete and Computational Geometry,Scopus
5018,Discrete and Continuous Dynamical Systems,Scopus
5018,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,Thomson
5019,Discrete and Continuous Dynamical Systems - Series B,Scopus
5019,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,Thomson
5020,Discrete Applied Mathematics,Scopus
5020,DISCRETE APPLIED MATHEMATICS,Thomson
5021,Discrete Dynamics in Nature and Society,Scopus
5021,DISCRETE DYNAMICS IN NATURE AND SOCIETY,Thomson
5022,Discrete Event Dynamic Systems: Theory and Applications,Scopus
5022,DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,Thomson
5023,Discrete Mathematics,Scopus
5023,DISCRETE MATHEMATICS,Thomson
5024,Discrete Mathematics and Theoretical Computer Science,Scopus
5024,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,Thomson
5025,Discrete Optimization,Scopus
5025,DISCRETE OPTIMIZATION,Thomson
5027,Disease Management,Scopus
5027,DISEASE MANAGEMENT,Thomson
5028,Disease management advisor,Scopus
5029,DISEASE MANAGEMENT & HEALTH OUTCOMES,Thomson
5029,Disease Management and Health Outcomes,Scopus
5030,Disease Markers,Scopus
5030,DISEASE MARKERS,Thomson
5031,DISEASE MODELS & MECHANISMS,Thomson
5032,Disease-a-Month,Scopus
5032,DM DISEASE-A-MONTH,Thomson
5033,Diseases of Aquatic Organisms,Scopus
5033,DISEASES OF AQUATIC ORGANISMS,Thomson
5034,DISEASES OF THE COLON & RECTUM,Thomson
5034,Diseases of the Colon and Rectum,Scopus
5035,Diseases of the Esophagus,Scopus
5035,DISEASES OF THE ESOPHAGUS,Thomson
5036,DISP,Scopus
5036,DISP,Thomson
5037,Displays,Scopus
5037,DISPLAYS,Thomson
5038,Dissent,Scopus
5038,DISSENT,Thomson
5039,DISSERTATIONES MATHEMATICAE,Thomson
5040,DISSOLUTION TECHNOLOGIES,Thomson
5041,Distance Education,Scopus
5041,DISTANCE EDUCATION,Thomson
5042,Distributed and Parallel Databases,Scopus
5042,DISTRIBUTED AND PARALLEL DATABASES,Thomson
5043,Distributed Computing,Scopus
5043,DISTRIBUTED COMPUTING,Thomson
5044,Distribution Sales and Management,Scopus
5045,Diversity and Distributions,Scopus
5045,DIVERSITY AND DISTRIBUTIONS,Thomson
5046,Diving and Hyperbaric Medicine,Scopus
5046,DIVING AND HYPERBARIC MEDICINE,Thomson
5047,DIX-SEPTIEME SIECLE,Thomson
5048,Dizhen Dizhi,Scopus
5049,D-Lib Magazine,Scopus
5050,DLR-Mitteilung,Scopus
5051,DNA and Cell Biology,Scopus
5051,DNA AND CELL BIOLOGY,Thomson
5052,DNA Repair,Scopus
5052,DNA REPAIR,Thomson
5053,DNA Research,Scopus
5053,DNA RESEARCH,Thomson
5054,DNA SEQUENCE,Thomson
5054,DNA Sequence - Journal of DNA Sequencing and Mapping,Scopus
5055,Documenta Mathematica,Scopus
5055,DOCUMENTA MATHEMATICA,Thomson
5056,Documenta Ophthalmologica,Scopus
5056,DOCUMENTA OPHTHALMOLOGICA,Thomson
5057,Documents d'Analisi Geografica,Scopus
5058,DODO,Thomson
5059,Dokkyo Journal of Medical Sciences,Scopus
5061,Doklady Akademii Nauk,Scopus
5061,DOKLADY AKADEMII NAUK,Thomson
5062,DOKLADY AKADEMII NAUK BELARUSI,Thomson
5063,Doklady Biochemistry and Biophysics,Scopus
5063,DOKLADY BIOCHEMISTRY AND BIOPHYSICS,Thomson
5064,Doklady Biological Sciences,Scopus
5065,DOKLADY CHEMICAL TECHNOLOGY,Thomson
5066,Doklady Chemistry,Scopus
5066,DOKLADY CHEMISTRY,Thomson
5067,Doklady Earth Sciences,Scopus
5067,DOKLADY EARTH SCIENCES,Thomson
5068,Doklady Mathematics,Scopus
5068,DOKLADY MATHEMATICS,Thomson
5069,Doklady Physical Chemistry,Scopus
5069,DOKLADY PHYSICAL CHEMISTRY,Thomson
5070,Doklady Physics,Scopus
5070,DOKLADY PHYSICS,Thomson
5071,Doktorsavhandlingar vid Chalmers Tekniska Hogskola,Scopus
5072,Dokumentacja Geograficzna,Scopus
5073,DOLOR,Scopus
5074,Domestic Animal Endocrinology,Scopus
5074,DOMESTIC ANIMAL ENDOCRINOLOGY,Thomson
5075,Dongbei Daxue Xuebao/Journal of Northeastern University,Scopus
5076,Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition),Scopus
5077,DOSE-RESPONSE,Thomson
5078,Douleur et Analgesie,Scopus
5078,DOULEUR ET ANALGESIE,Thomson
5079,Douleurs,Scopus
5080,DOWN BEAT,Thomson
5082,"""Down&#x0022;s syndrome, research and practice : the journal of the Sarah Duffen Centre / University of Portsmouth""",Scopus
5082,"""Down's syndrome, research and practice : the journal of the Sarah Duffen Centre / University of Portsmouth""",Scopus
5083,DR DOBBS JOURNAL,Thomson
5083,Dr. Dobb's Journal,Scopus
5084,Dreaming,Scopus
5084,DREAMING,Thomson
5085,Dredging and Port Construction,Scopus
5086,"""Dredging, Key Technologies for Global Prosperity""",Scopus
5087,DREVARSKY VYSKUM,Thomson
5087,Drevarsky Vyskum/Wood Research,Scopus
5088,DREWNO,Thomson
5088,DREWNO-WOOD,Scopus
5088,DREWNO-WOOD,Thomson
5090,Drilling and Production Technology,Scopus
5091,Drilling Fluid and Completion Fluid,Scopus
5092,Drug and Alcohol Dependence,Scopus
5092,DRUG AND ALCOHOL DEPENDENCE,Thomson
5093,Drug and Alcohol Review,Scopus
5093,DRUG AND ALCOHOL REVIEW,Thomson
5094,Drug and Chemical Toxicology,Scopus
5094,DRUG AND CHEMICAL TOXICOLOGY,Thomson
5095,Drug and Therapeutics Bulletin,Scopus
5095,DRUG AND THERAPEUTICS BULLETIN,Thomson
5096,Drug Benefit Trends,Scopus
5097,DRUG DELIVERY,Thomson
5097,Drug Delivery: Journal of Delivery and Targeting of Therapeutic Agents,Scopus
5098,Drug Design Reviews Online,Scopus
5099,Drug Development and Industrial Pharmacy,Scopus
5099,DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,Thomson
5100,Drug Development Research,Scopus
5100,DRUG DEVELOPMENT RESEARCH,Thomson
5101,Drug Discovery Today,Scopus
5101,DRUG DISCOVERY TODAY,Thomson
5102,Drug Discovery Today: BIOSILICO,Scopus
5103,Drug Discovery Today: TARGETS,Scopus
5104,Drug Discovery Today: Technologies,Scopus
5105,Drug Discovery Today: Therapeutic Strategies,Scopus
5106,Drug Discovery World,Scopus
5107,Drug Information Journal,Scopus
5107,DRUG INFORMATION JOURNAL,Thomson
5108,Drug Metabolism and Disposition,Scopus
5108,DRUG METABOLISM AND DISPOSITION,Thomson
5109,Drug metabolism and pharmacokinetics,Scopus
5109,DRUG METABOLISM AND PHARMACOKINETICS,Thomson
5110,Drug Metabolism Reviews,Scopus
5110,DRUG METABOLISM REVIEWS,Thomson
5111,DRUG NEWS & PERSPECTIVES,Thomson
5111,Drug News and Perspectives,Scopus
5112,Drug Resistance Updates,Scopus
5112,DRUG RESISTANCE UPDATES,Thomson
5113,Drug Safety,Scopus
5113,DRUG SAFETY,Thomson
5114,DRUG TESTING AND ANALYSIS,Thomson
5115,Drug Topics,Scopus
5116,Drugs,Scopus
5116,DRUGS,Thomson
5117,DRUGS & AGING,Thomson
5117,Drugs and Aging,Scopus
5118,DRUGS & THERAPY PERSPECTIVES,Thomson
5118,Drugs and Therapy Perspectives,Scopus
5119,Drugs in R and D,Scopus
5119,DRUGS IN R&D,Thomson
5120,Drugs of the Future,Scopus
5120,DRUGS OF THE FUTURE,Thomson
5121,Drugs of Today,Scopus
5121,DRUGS OF TODAY,Thomson
5122,Drugs under Experimental and Clinical Research,Scopus
5122,DRUGS UNDER EXPERIMENTAL AND CLINICAL RESEARCH,Thomson
5123,"""Drugs: Education, Prevention and Policy""",Scopus
5123,DRUGS-EDUCATION PREVENTION AND POLICY,Thomson
5124,Drustvena Istrazivanja,Scopus
5124,DRUSTVENA ISTRAZIVANJA,Thomson
5125,Drvna Industrija,Scopus
5125,DRVNA INDUSTRIJA,Thomson
5126,Drying Technology,Scopus
5126,DRYING TECHNOLOGY,Thomson
5127,Duke Law Journal,Scopus
5127,DUKE LAW JOURNAL,Thomson
5128,Duke Mathematical Journal,Scopus
5128,DUKE MATHEMATICAL JOURNAL,Thomson
5129,Duodecim; laaketieteellinen aikakauskirja,Scopus
5130,DUTCH CROSSING-JOURNAL OF LOW COUNTRIES STUDIES,Thomson
5132,DVE DOMOVINI-TWO HOMELANDS,Thomson
5133,DWI Reports,Scopus
5134,Dyes and Pigments,Scopus
5134,DYES AND PIGMENTS,Thomson
5135,DYNA,Scopus
5135,DYNA,Thomson
5136,DYNA-COLOMBIA,Thomson
5139,Dynamic Systems and Applications,Scopus
5139,DYNAMIC SYSTEMS AND APPLICATIONS,Thomson
5140,Dynamical Systems,Scopus
5140,DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL,Thomson
5141,Dynamics and Control,Scopus
5141,DYNAMICS AND CONTROL,Thomson
5142,DYNAMICS AND STABILITY OF SYSTEMS,Thomson
5143,Dynamics of Atmospheres and Oceans,Scopus
5143,DYNAMICS OF ATMOSPHERES AND OCEANS,Thomson
5144,"""Dynamics of Continuous, Discrete and Impulsive Systems Series A: Mathematical Analysis""",Scopus
5144,DYNAMICS OF CONTINUOUS DISCRETE AND IMPULSIVE SYSTEMS,Thomson
5144,DYNAMICS OF CONTINUOUS DISCRETE AND IMPULSIVE SYSTEMS-SERIES A-MATHEMATICAL ANALYSIS,Thomson
5145,"""Dynamics of Continuous, Discrete and Impulsive Systems Series B: Applications and Algorithms""",Scopus
5145,DYNAMICS OF CONTINUOUS DISCRETE AND IMPULSIVE SYSTEMS-SERIES B-APPLICATIONS & ALGORITHMS,Thomson
5146,Dynamics of Partial Differential Equations,Scopus
5146,DYNAMICS OF PARTIAL DIFFERENTIAL EQUATIONS,Thomson
5147,"""Dynamis (Granada, Spain)""",Scopus
5147,DYNAMIS,Thomson
5148,Dynamische Psychiatrie,Scopus
5148,DYNAMISCHE PSYCHIATRIE,Thomson
5149,Dyslexia,Scopus
5149,DYSLEXIA,Thomson
5150,Dysphagia,Scopus
5150,DYSPHAGIA,Thomson
5151,E & M EKONOMIE A MANAGEMENT,Thomson
5151,E a M: Ekonomie a Management,Scopus
5153,Ear and Hearing,Scopus
5153,EAR AND HEARING,Thomson
5154,"""Ear, Nose and Throat Journal""",Scopus
5154,EAR NOSE & THROAT JOURNAL,Thomson
5154,ENT-EAR NOSE & THROAT JOURNAL,Thomson
5154,EYE EAR NOSE AND THROAT MONTHLY,Thomson
5155,EARLY AMERICAN LITERATURE,Thomson
5156,Early Childhood Education Journal,Scopus
5157,Early Childhood Research Quarterly,Scopus
5157,EARLY CHILDHOOD RESEARCH QUARTERLY,Thomson
5158,Early Education and Development,Scopus
5158,EARLY EDUCATION AND DEVELOPMENT,Thomson
5159,Early Human Development,Scopus
5159,EARLY HUMAN DEVELOPMENT,Thomson
5160,EARLY INTERVENTION IN PSYCHIATRY,Thomson
5161,EARLY MODERN WOMEN-AN INTERDISCIPLINARY JOURNAL,Thomson
5162,EARLY MUSIC,Thomson
5163,EARLY MUSIC HISTORY,Thomson
5164,EARLY POPULAR VISUAL CULTURE,Thomson
5165,Early pregnancy (Online),Scopus
5167,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,Scopus
5167,EARTH AND ENVIRONMENTAL SCIENCE TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH,Thomson
5168,Earth and Planetary Science Letters,Scopus
5168,EARTH AND PLANETARY SCIENCE LETTERS,Thomson
5169,EARTH INTERACTIONS,Thomson
5170,EARTH OBSERVATION AND REMOTE SENSING,Thomson
5171,EARTH SCIENCES HISTORY,Thomson
5172,Earth Sciences Research Journal,Scopus
5172,EARTH SCIENCES RESEARCH JOURNAL,Thomson
5173,Earth Surface Processes and Landforms,Scopus
5173,EARTH SURFACE PROCESSES AND LANDFORMS,Thomson
5174,"""Earth, Moon and Planets""",Scopus
5174,EARTH MOON AND PLANETS,Thomson
5175,"""Earth, Planets and Space""",Scopus
5175,EARTH PLANETS AND SPACE,Thomson
5177,Earthquake,Scopus
5178,Earthquake Engineering and Engineering Vibration,Scopus
5178,EARTHQUAKE ENGINEERING AND ENGINEERING VIBRATION,Thomson
5179,EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,Thomson
5179,Earthquake Engineering and Structural Dynamics,Scopus
5180,Earthquake Spectra,Scopus
5180,EARTHQUAKE SPECTRA,Thomson
5182,Earth-Science Reviews,Scopus
5182,EARTH-SCIENCE REVIEWS,Thomson
5183,EAS Publications Series,Scopus
5184,East African Medical Journal,Scopus
5184,EAST AFRICAN MEDICAL JOURNAL,Thomson
5185,East Asia,Scopus
5186,EAST EUROPEAN JEWISH AFFAIRS,Thomson
5187,East European Politics and Societies,Scopus
5187,EAST EUROPEAN POLITICS AND SOCIETIES,Thomson
5188,East European Quarterly,Scopus
5188,EAST EUROPEAN QUARTERLY,Thomson
5189,EASTERN BUDDHIST,Thomson
5190,EASTERN EUROPEAN COUNTRYSIDE,Thomson
5191,EASTERN CHURCHES REVIEW,Thomson
5191,Eastern European Economics,Scopus
5191,EASTERN EUROPEAN ECONOMICS,Thomson
5192,Eastern Mediterranean Health Journal,Scopus
5192,Eastern Mediterranean health journal = La revue de sant?? de la M??diterran??e orientale = al-Majallah al-ihhiihh?½yah li-sharq al-Mutawassi,Scopus
5193,Eating and weight disorders : EWD,Scopus
5193,EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY,Thomson
5194,Eating Behaviors,Scopus
5194,EATING BEHAVIORS,Thomson
5195,Eating Disorders,Scopus
5196,EAU Update Series,Scopus
5197,"""Eau, l'Industrie, les Nuisance""",Scopus
5198,eb - Elektrische Bahnen,Scopus
5199,EBR - European Biopharmaceutical Review,Scopus
5200,EBU Technical Review,Scopus
5201,EC and M: Electrical Construction and Maintenance,Scopus
5201,EC&M-ELECTRICAL CONSTRUCTION AND MAINTENANCE,Thomson
5202,ECCLESIASTICAL LAW JOURNAL,Thomson
5203,Echocardiography,Scopus
5203,ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,Thomson
5204,Ecletica Quimica,Scopus
5204,ECLETICA QUIMICA,Thomson
5205,Eclogae Geologicae Helvetiae,Scopus
5205,ECLOGAE GEOLOGICAE HELVETIAE,Thomson
5205,Ecologae Geologicae Helvetiae,Scopus
5206,Ecography,Scopus
5206,ECOGRAPHY,Thomson
5207,EcoHealth,Scopus
5207,ECOHEALTH,Thomson
5208,ECOHYDROLOGY,Thomson
5209,Ecohydrology and Hydrobiology,Scopus
5210,Ecologia Austral,Scopus
5211,Ecological Applications,Scopus
5211,ECOLOGICAL APPLICATIONS,Thomson
5212,ECOLOGICAL CHEMISTRY AND ENGINEERING S-CHEMIA I INZYNIERIA EKOLOGICZNA S,Thomson
5213,ECOLOGICAL CHEMISTRY AND ENGINEERING-CHEMIA I INZYNIERIA EKOLOGICZNA,Thomson
5214,Ecological Complexity,Scopus
5214,ECOLOGICAL COMPLEXITY,Thomson
5215,Ecological Economics,Scopus
5215,ECOLOGICAL ECONOMICS,Thomson
5216,Ecological Engineering,Scopus
5216,ECOLOGICAL ENGINEERING,Thomson
5217,Ecological Entomology,Scopus
5217,ECOLOGICAL ENTOMOLOGY,Thomson
5218,Ecological Indicators,Scopus
5218,ECOLOGICAL INDICATORS,Thomson
5219,Ecological Informatics,Scopus
5219,ECOLOGICAL INFORMATICS,Thomson
5220,Ecological Management and Restoration,Scopus
5221,Ecological Modelling,Scopus
5221,ECOLOGICAL MODELLING,Thomson
5222,Ecological Monographs,Scopus
5222,ECOLOGICAL MONOGRAPHS,Thomson
5223,Ecological Psychology,Scopus
5223,ECOLOGICAL PSYCHOLOGY,Thomson
5224,Ecological Research,Scopus
5224,ECOLOGICAL RESEARCH,Thomson
5225,Ecological Restoration,Scopus
5226,Ecologist,Scopus
5226,ECOLOGIST,Thomson
5227,Ecology,Scopus
5227,ECOLOGY,Thomson
5228,Ecology and Society,Scopus
5228,ECOLOGY AND SOCIETY,Thomson
5229,Ecology Law Quarterly,Scopus
5229,ECOLOGY LAW QUARTERLY,Thomson
5230,Ecology Letters,Scopus
5230,ECOLOGY LETTERS,Thomson
5231,Ecology of Food and Nutrition,Scopus
5231,ECOLOGY OF FOOD AND NUTRITION,Thomson
5232,Ecology of Freshwater Fish,Scopus
5232,ECOLOGY OF FRESHWATER FISH,Thomson
5233,"""Ecology, Environment and Conservation""",Scopus
5234,Econ Journal Watch,Scopus
5234,ECON JOURNAL WATCH,Thomson
5236,Econometric Reviews,Scopus
5236,ECONOMETRIC REVIEWS,Thomson
5237,Econometric Theory,Scopus
5237,ECONOMETRIC THEORY,Thomson
5238,Econometrica,Scopus
5238,ECONOMETRICA,Thomson
5239,Econometrics Journal,Scopus
5239,ECONOMETRICS JOURNAL,Thomson
5240,ECONOMIA CHILENA,Thomson
5241,ECONOMIA MEXICANA-NUEVA EPOCA,Thomson
5242,ECONOMIA POLITICA,Thomson
5243,Economic Affairs,Scopus
5244,Economic and Industrial Democracy,Scopus
5244,ECONOMIC AND INDUSTRIAL DEMOCRACY,Thomson
5245,ECONOMIC AND POLITICAL WEEKLY,Thomson
5246,Economic and Social Review,Scopus
5246,ECONOMIC AND SOCIAL REVIEW,Thomson
5247,Economic Botany,Scopus
5247,ECONOMIC BOTANY,Thomson
5248,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,Thomson
5249,Economic Development and Cultural Change,Scopus
5249,ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,Thomson
5250,Economic Development Quarterly,Scopus
5250,ECONOMIC DEVELOPMENT QUARTERLY,Thomson
5251,Economic Geography,Scopus
5251,ECONOMIC GEOGRAPHY,Thomson
5252,Economic Geology,Scopus
5252,ECONOMIC GEOLOGY,Thomson
5252,ECONOMIC GEOLOGY AND THE BULLETIN OF THE SOCIETY OF ECONOMIC GEOLOGISTS,Thomson
5253,Economic History Review,Scopus
5253,ECONOMIC HISTORY REVIEW,Thomson
5253,ECONOMIC HISTORY REVIEW-FIRST SERIES,Thomson
5254,Economic Inquiry,Scopus
5254,ECONOMIC INQUIRY,Thomson
5255,Economic Journal,Scopus
5255,ECONOMIC JOURNAL,Thomson
5256,Economic Modelling,Scopus
5256,ECONOMIC MODELLING,Thomson
5257,Economic Notes,Scopus
5258,Economic Policy,Scopus
5258,ECONOMIC POLICY,Thomson
5259,Economic Record,Scopus
5259,ECONOMIC RECORD,Thomson
5260,Economic Systems,Scopus
5261,Economic Systems Research,Scopus
5261,ECONOMIC SYSTEMS RESEARCH,Thomson
5262,Economic Theory,Scopus
5262,ECONOMIC THEORY,Thomson
5263,Economica,Scopus
5263,ECONOMICA,Thomson
5264,ECONOMICS & HUMAN BIOLOGY,Thomson
5264,Economics and Human Biology,Scopus
5265,Economics and Philosophy,Scopus
5265,ECONOMICS AND PHILOSOPHY,Thomson
5266,Economics Letters,Scopus
5266,ECONOMICS LETTERS,Thomson
5267,Economics of Education Review,Scopus
5267,ECONOMICS OF EDUCATION REVIEW,Thomson
5268,Economics of Neuroscience,Scopus
5269,Economics of Planning,Scopus
5269,ECONOMICS OF PLANNING,Thomson
5270,Economics of Transition,Scopus
5270,ECONOMICS OF TRANSITION,Thomson
5271,"""Economist (London, England : 1843)""",Scopus
5271,ECONOMIST,Thomson
5271,Economist (London),Scopus
5271,ECONOMIST-NETHERLANDS,Thomson
5272,Economy and Society,Scopus
5272,ECONOMY AND SOCIETY,Thomson
5273,ECONTENT,Thomson
5274,Ecos,Scopus
5275,Ecoscience,Scopus
5275,ECOSCIENCE,Thomson
5277,Ecosystem Health,Scopus
5277,ECOSYSTEM HEALTH,Thomson
5278,Ecosystems,Scopus
5278,ECOSYSTEMS,Thomson
5279,Ecotoxicology,Scopus
5279,ECOTOXICOLOGY,Thomson
5280,Ecotoxicology and Environmental Safety,Scopus
5280,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Thomson
5281,ECOTROPICA,Thomson
5282,ECQUID NOVI-AFRICAN JOURNALISM STUDIES,Thomson
5283,ECS Transactions,Scopus
5284,ECUMENE,Thomson
5285,ECUMENICAL REVIEW,Thomson
5286,ED management : the monthly update on emergency department management,Scopus
5287,Edinburgh Journal of Botany,Scopus
5288,Editor and Publisher,Scopus
5289,EDN,Scopus
5289,EDN,Thomson
5289,EDN MAGAZINE-ELECTRICAL DESIGN NEWS,Thomson
5290,EDTNA-ERCA Journal,Scopus
5293,EDUCACION XX1,Thomson
5294,Education and Information Technologies,Scopus
5295,Education and Training,Scopus
5296,EDUCATION AND TRAINING IN AUTISM AND DEVELOPMENTAL DISABILITIES,Thomson
5297,Education and Training in Developmental Disabilities,Scopus
5297,EDUCATION AND TRAINING IN DEVELOPMENTAL DISABILITIES,Thomson
5298,Education and Training in Mental Retardation and Developmental Disabilities,Scopus
5298,EDUCATION AND TRAINING IN MENTAL RETARDATION AND DEVELOPMENTAL DISABILITIES,Thomson
5299,Education and Urban Society,Scopus
5299,EDUCATION AND URBAN SOCIETY,Thomson
5300,EDUCATION AS CHANGE,Thomson
5301,Education Economics,Scopus
5302,EDUCATION FINANCE AND POLICY,Thomson
5303,Education for General Practice,Scopus
5304,Education for Health,Scopus
5305,Education for Primary Care,Scopus
5306,Education Policy Analysis Archives,Scopus
5307,Educational Administration Quarterly,Scopus
5307,EDUCATIONAL ADMINISTRATION QUARTERLY,Thomson
5308,Educational and Psychological Measurement,Scopus
5308,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,Thomson
5309,Educational Evaluation and Policy Analysis,Scopus
5309,EDUCATIONAL EVALUATION AND POLICY ANALYSIS,Thomson
5310,Educational Gerontology,Scopus
5310,EDUCATIONAL GERONTOLOGY,Thomson
5311,Educational Leadership,Scopus
5311,EDUCATIONAL LEADERSHIP,Thomson
5312,Educational Policy,Scopus
5312,EDUCATIONAL POLICY,Thomson
5313,Educational Psychologist,Scopus
5313,EDUCATIONAL PSYCHOLOGIST,Thomson
5314,Educational Psychology,Scopus
5314,EDUCATIONAL PSYCHOLOGY,Thomson
5315,Educational Psychology Review,Scopus
